Pf,Vstp
0.0,0.0
0.34,2.499345758125162
0.39,3.5118622763850063
0.48,5.030000678771424
0.64,6.923842935865032
1.06,8.3740330677789
2.51,9.255569712504576
4.41,9.695768101315563
6.08,9.991142412496536
7.84,10.317972179302828
9.48,10.688279037573569
13.08,11.080216550412173
