Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Label,
TIME,CH1
1.3732e-01,0.0228156
1.3735e-01,0.0234531
1.3738e-01,0.0233344
1.3742e-01,0.0228781
1.3745e-01,0.0237969
1.3748e-01,0.0241062
1.3751e-01,0.024475
1.3754e-01,0.0235187
1.3758e-01,0.02335
1.3761e-01,0.0232187
1.3764e-01,0.0229062
1.3767e-01,0.0232062
1.3770e-01,0.0233875
1.3774e-01,0.0241187
1.3777e-01,0.0238094
1.3780e-01,0.02425
1.3783e-01,0.0239562
1.3786e-01,0.0237344
1.3790e-01,0.0238719
1.3793e-01,0.0231031
1.3796e-01,0.0235781
1.3799e-01,0.0244062
1.3802e-01,0.0236312
1.3806e-01,0.0242344
1.3809e-01,0.0247187
1.3812e-01,0.0241375
1.3815e-01,0.0241125
1.3818e-01,0.0240844
1.3822e-01,0.0239594
1.3825e-01,0.0248375
1.3828e-01,0.024625
1.3831e-01,0.0245344
1.3834e-01,0.0242844
1.3838e-01,0.0243531
1.3841e-01,0.0242625
1.3844e-01,0.0246062
1.3847e-01,0.0243187
1.3850e-01,0.0239844
1.3854e-01,0.0243844
1.3857e-01,0.0249562
1.3860e-01,0.0240719
1.3863e-01,0.0241656
1.3866e-01,0.0232187
1.3870e-01,0.0244656
1.3873e-01,0.0242906
1.3876e-01,0.02505
1.3879e-01,0.0244281
1.3882e-01,0.0242406
1.3886e-01,0.0249562
1.3889e-01,0.024375
1.3892e-01,0.0240656
1.3895e-01,0.0239219
1.3898e-01,0.0232437
1.3902e-01,0.0232312
1.3905e-01,0.0241562
1.3908e-01,0.0251875
1.3911e-01,0.0247625
1.3914e-01,0.0247969
1.3918e-01,0.0248906
1.3921e-01,0.0246531
1.3924e-01,0.0248875
1.3927e-01,0.0249375
1.3930e-01,0.024675
1.3934e-01,0.024375
1.3937e-01,0.0248437
1.3940e-01,0.0248219
1.3943e-01,0.0249437
1.3946e-01,0.0243469
1.3950e-01,0.0251375
1.3953e-01,0.0256187
1.3956e-01,0.0248094
1.3959e-01,0.0257844
1.3962e-01,0.0253375
1.3966e-01,0.0257781
1.3969e-01,0.0249437
1.3972e-01,0.0248875
1.3975e-01,0.0253937
1.3978e-01,0.0252062
1.3982e-01,0.0252
1.3985e-01,0.0247125
1.3988e-01,0.0249437
1.3991e-01,0.0253937
1.3994e-01,0.0266344
1.3998e-01,0.0255437
1.4001e-01,0.0257406
1.4004e-01,0.025625
1.4007e-01,0.0247375
1.4010e-01,0.0263812
1.4014e-01,0.0266219
1.4017e-01,0.0268031
1.4020e-01,0.0263781
1.4023e-01,0.0261375
1.4026e-01,0.0260125
1.4030e-01,0.0251125
1.4033e-01,0.0261312
1.4036e-01,0.0268781
1.4039e-01,0.0261437
1.4042e-01,0.0260062
1.4046e-01,0.0268531
1.4049e-01,0.0271469
1.4052e-01,0.0275531
1.4055e-01,0.0278312
1.4058e-01,0.0271062
1.4062e-01,0.0271312
1.4065e-01,0.0276375
1.4068e-01,0.0271062
1.4071e-01,0.0268937
1.4074e-01,0.0262344
1.4078e-01,0.0264844
1.4081e-01,0.0268344
1.4084e-01,0.0278781
1.4087e-01,0.0277656
1.4090e-01,0.0273969
1.4094e-01,0.0274062
1.4097e-01,0.0268
1.4100e-01,0.0271219
1.4103e-01,0.0261156
1.4106e-01,0.0266906
1.4110e-01,0.0267187
1.4113e-01,0.0270906
1.4116e-01,0.0278719
1.4119e-01,0.0279281
1.4122e-01,0.0279031
1.4126e-01,0.0287219
1.4129e-01,0.0293437
1.4132e-01,0.0280156
1.4135e-01,0.0288437
1.4138e-01,0.0288531
1.4142e-01,0.0289219
1.4145e-01,0.0288719
1.4148e-01,0.0290031
1.4151e-01,0.0286812
1.4154e-01,0.0282
1.4158e-01,0.0280219
1.4161e-01,0.0285062
1.4164e-01,0.0294656
1.4167e-01,0.0294
1.4170e-01,0.0320094
1.4174e-01,0.0310219
1.4177e-01,0.0291125
1.4180e-01,0.0276437
1.4183e-01,0.02795
1.4186e-01,0.0291562
1.4190e-01,0.0304906
1.4193e-01,0.0288812
1.4196e-01,0.028875
1.4199e-01,0.0278375
1.4202e-01,0.0278625
1.4206e-01,0.0278969
1.4209e-01,0.0277719
1.4212e-01,0.0291
1.4215e-01,0.0305875
1.4218e-01,0.0307125
1.4222e-01,0.0294812
1.4225e-01,0.0289594
1.4228e-01,0.0290094
1.4231e-01,0.0298281
1.4234e-01,0.0306781
1.4238e-01,0.0304562
1.4241e-01,0.0303812
1.4244e-01,0.0299844
1.4247e-01,0.0302625
1.4250e-01,0.0325094
1.4254e-01,0.032175
1.4257e-01,0.0316469
1.4260e-01,0.0329844
1.4263e-01,0.03195
1.4266e-01,0.0322
1.4270e-01,0.03335
1.4273e-01,0.0338031
1.4276e-01,0.0334281
1.4279e-01,0.0346844
1.4282e-01,0.0338781
1.4286e-01,0.0336656
1.4289e-01,0.0333469
1.4292e-01,0.0351844
1.4295e-01,0.0344281
1.4298e-01,0.0348125
1.4302e-01,0.0355531
1.4305e-01,0.036975
1.4308e-01,0.0403656
1.4311e-01,0.0405625
1.4314e-01,0.0411719
1.4318e-01,0.0404156
1.4321e-01,0.0422687
1.4324e-01,0.0418656
1.4327e-01,0.0418719
1.4330e-01,0.0401656
1.4334e-01,0.0419562
1.4337e-01,0.0418156
1.4340e-01,0.0434875
1.4343e-01,0.0446656
1.4346e-01,0.0484781
1.4350e-01,0.0499187
1.4353e-01,0.0510562
1.4356e-01,0.051025
1.4359e-01,0.0519687
1.4362e-01,0.0526469
1.4366e-01,0.0536844
1.4369e-01,0.0557531
1.4372e-01,0.0566281
1.4375e-01,0.0575656
1.4378e-01,0.0571562
1.4382e-01,0.0592969
1.4385e-01,0.0586531
1.4388e-01,0.0605687
1.4391e-01,0.0598219
1.4394e-01,0.0608719
1.4398e-01,0.0607594
1.4401e-01,0.0591031
1.4404e-01,0.0618656
1.4407e-01,0.0600125
1.4410e-01,0.0589625
1.4414e-01,0.0613312
1.4417e-01,0.0598187
1.4420e-01,0.0585656
1.4423e-01,0.0594687
1.4426e-01,0.0585531
1.4430e-01,0.0590094
1.4433e-01,0.060425
1.4436e-01,0.0567812
1.4439e-01,0.0559875
1.4442e-01,0.0545125
1.4446e-01,0.053725
1.4449e-01,0.0524437
1.4452e-01,0.0494781
1.4455e-01,0.04945
1.4458e-01,0.0481344
1.4462e-01,0.0462594
1.4465e-01,0.0441562
1.4468e-01,0.0406969
1.4471e-01,0.0398844
1.4474e-01,0.0377844
1.4478e-01,0.0378375
1.4481e-01,0.0365969
1.4484e-01,0.0366937
1.4487e-01,0.0347031
1.4490e-01,0.0335125
1.4494e-01,0.0324625
1.4497e-01,0.0311469
1.4500e-01,0.0302969
1.4503e-01,0.0285812
1.4506e-01,0.0295656
1.4510e-01,0.0302
1.4513e-01,0.0293437
1.4516e-01,0.0296562
1.4519e-01,0.0287562
1.4522e-01,0.0278812
1.4526e-01,0.0276156
1.4529e-01,0.0277969
1.4532e-01,0.0269219
1.4535e-01,0.0270844
1.4538e-01,0.0267844
1.4542e-01,0.0271812
1.4545e-01,0.0280625
1.4548e-01,0.02745
1.4551e-01,0.026075
1.4554e-01,0.0254437
1.4558e-01,0.0265375
1.4561e-01,0.0267437
1.4564e-01,0.026425
1.4567e-01,0.0263
1.4570e-01,0.0262156
1.4574e-01,0.027625
1.4577e-01,0.0273125
1.4580e-01,0.0262156
1.4583e-01,0.0274125
1.4586e-01,0.0262219
1.4590e-01,0.0266156
1.4593e-01,0.0271375
1.4596e-01,0.0265281
1.4599e-01,0.0267625
1.4602e-01,0.0264625
1.4606e-01,0.0267406
1.4609e-01,0.026325
1.4612e-01,0.0262031
1.4615e-01,0.026575
1.4618e-01,0.0260281
1.4622e-01,0.0255875
1.4625e-01,0.0258062
1.4628e-01,0.0259562
1.4631e-01,0.0266406
1.4634e-01,0.0268344
1.4638e-01,0.0259531
1.4641e-01,0.0259125
1.4644e-01,0.0280344
1.4647e-01,0.0272125
1.4650e-01,0.0269062
1.4654e-01,0.0266156
1.4657e-01,0.02685
1.4660e-01,0.0275094
1.4663e-01,0.0274937
1.4666e-01,0.0265906
1.4670e-01,0.0256875
1.4673e-01,0.0259375
1.4676e-01,0.0260781
1.4679e-01,0.0268531
1.4682e-01,0.0277406
1.4686e-01,0.02805
1.4689e-01,0.0279719
1.4692e-01,0.0274281
1.4695e-01,0.0271656
1.4698e-01,0.0265719
1.4702e-01,0.0275062
1.4705e-01,0.0263875
1.4708e-01,0.0268062
1.4711e-01,0.0272062
1.4714e-01,0.0269937
1.4718e-01,0.0263094
1.4721e-01,0.0261781
1.4724e-01,0.0258625
1.4727e-01,0.0252187
1.4730e-01,0.0266406
1.4734e-01,0.0260469
1.4737e-01,0.0272969
1.4740e-01,0.0275906
1.4743e-01,0.0279656
1.4746e-01,0.027975
1.4750e-01,0.0277844
1.4753e-01,0.0277531
1.4756e-01,0.0276312
1.4759e-01,0.0267906
1.4762e-01,0.0265531
1.4766e-01,0.0264031
1.4769e-01,0.0262625
1.4772e-01,0.02625
1.4775e-01,0.0259875
1.4778e-01,0.0268906
1.4782e-01,0.026475
1.4785e-01,0.0266562
1.4788e-01,0.0259531
1.4791e-01,0.0268562
1.4794e-01,0.0259062
1.4798e-01,0.02525
1.4801e-01,0.0249625
1.4804e-01,0.0259562
1.4807e-01,0.025575
1.4810e-01,0.0257125
1.4814e-01,0.0254406
1.4817e-01,0.0250687
1.4820e-01,0.0257312
1.4823e-01,0.025275
1.4826e-01,0.0256156
1.4830e-01,0.0250344
1.4833e-01,0.0253812
1.4836e-01,0.026675
1.4839e-01,0.02715
1.4842e-01,0.0263969
1.4846e-01,0.0261625
1.4849e-01,0.025925
1.4852e-01,0.0259562
1.4855e-01,0.0258562
1.4858e-01,0.0255812
1.4862e-01,0.0248812
1.4865e-01,0.0247281
1.4868e-01,0.0250344
1.4871e-01,0.0259781
1.4874e-01,0.0254687
1.4878e-01,0.0261625
