Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH1
1.4888e-01,0.0704844
1.4891e-01,0.0738281
1.4894e-01,0.0770625
1.4898e-01,0.08075
1.4901e-01,0.0836875
1.4904e-01,0.0887188
1.4907e-01,0.0938594
1.4910e-01,0.09975
1.4914e-01,0.106344
1.4917e-01,0.109938
1.4920e-01,0.116703
1.4923e-01,0.120109
1.4926e-01,0.122078
1.4930e-01,0.124125
1.4933e-01,0.126922
1.4936e-01,0.127453
1.4939e-01,0.125797
1.4942e-01,0.125766
1.4946e-01,0.121656
1.4949e-01,0.118156
1.4952e-01,0.113922
1.4955e-01,0.108922
1.4958e-01,0.104391
1.4962e-01,0.098125
1.4965e-01,0.0909844
1.4968e-01,0.0845625
1.4971e-01,0.0781719
1.4974e-01,0.0705
1.4978e-01,0.0650156
1.4981e-01,0.0592656
1.4984e-01,0.05275
1.4987e-01,0.0473438
1.4990e-01,0.0435938
1.4994e-01,0.0392031
1.4997e-01,0.037375
1.5000e-01,0.0348125
1.5003e-01,0.034125
1.5006e-01,0.0317969
1.5010e-01,0.0301406
1.5013e-01,0.028125
1.5016e-01,0.0270469
1.5019e-01,0.0261406
1.5022e-01,0.0247031
1.5026e-01,0.0245313
1.5029e-01,0.0245
1.5032e-01,0.0249844
1.5035e-01,0.0254531
1.5038e-01,0.0241094
1.5042e-01,0.0233438
1.5045e-01,0.0223281
1.5048e-01,0.0237188
1.5051e-01,0.0255156
1.5054e-01,0.0260313
1.5058e-01,0.0265313
1.5061e-01,0.0279688
1.5064e-01,0.0285469
1.5067e-01,0.027875
1.5070e-01,0.0293594
1.5074e-01,0.0315781
1.5077e-01,0.0321563
1.5080e-01,0.0330625
1.5083e-01,0.0338906
1.5086e-01,0.0343281
1.5090e-01,0.0357969
1.5093e-01,0.0376719
1.5096e-01,0.0395781
1.5099e-01,0.0405156
1.5102e-01,0.040625
1.5106e-01,0.0414063
1.5109e-01,0.0422344
1.5112e-01,0.0442188
1.5115e-01,0.0441875
1.5118e-01,0.0449844
1.5122e-01,0.0457656
1.5125e-01,0.0459375
1.5128e-01,0.0455938
1.5131e-01,0.0445469
1.5134e-01,0.0424531
1.5138e-01,0.0419688
1.5141e-01,0.0403594
1.5144e-01,0.0380469
1.5147e-01,0.0371406
1.5150e-01,0.0347813
1.5154e-01,0.0316563
1.5157e-01,0.0307188
1.5160e-01,0.0296094
1.5163e-01,0.0270938
1.5166e-01,0.0262969
1.5170e-01,0.0235469
1.5173e-01,0.0220625
1.5176e-01,0.0214219
1.5179e-01,0.0202188
1.5182e-01,0.01875
1.5186e-01,0.0179375
1.5189e-01,0.0179219
1.5192e-01,0.0179063
1.5195e-01,0.0172813
1.5198e-01,0.0171875
1.5202e-01,0.0173125
1.5205e-01,0.0168906
1.5208e-01,0.017125
1.5211e-01,0.0172344
1.5214e-01,0.0163906
1.5218e-01,0.0166406
1.5221e-01,0.0165
1.5224e-01,0.0165938
1.5227e-01,0.0172813
1.5230e-01,0.0175
1.5234e-01,0.0175469
1.5237e-01,0.0171719
1.5240e-01,0.0172656
1.5243e-01,0.0169844
1.5246e-01,0.0167188
1.5250e-01,0.0155
1.5253e-01,0.0153125
1.5256e-01,0.0155625
1.5259e-01,0.0156406
1.5262e-01,0.0144844
1.5266e-01,0.0145469
1.5269e-01,0.014
1.5272e-01,0.013125
1.5275e-01,0.0127031
1.5278e-01,0.0127344
1.5282e-01,0.012
1.5285e-01,0.012375
1.5288e-01,0.0115938
1.5291e-01,0.0116094
1.5294e-01,0.0121719
1.5298e-01,0.01225
1.5301e-01,0.0119063
1.5304e-01,0.0117656
1.5307e-01,0.0121094
1.5310e-01,0.0121094
1.5314e-01,0.012625
1.5317e-01,0.01225
1.5320e-01,0.0122969
1.5323e-01,0.0133594
1.5326e-01,0.014
1.5330e-01,0.0145
1.5333e-01,0.0149844
1.5336e-01,0.0146563
1.5339e-01,0.014625
1.5342e-01,0.0151406
1.5346e-01,0.0151406
1.5349e-01,0.015625
1.5352e-01,0.0149844
1.5355e-01,0.0152813
1.5358e-01,0.0150938
1.5362e-01,0.0148594
1.5365e-01,0.0158125
1.5368e-01,0.0157813
1.5371e-01,0.0155313
1.5374e-01,0.016
1.5378e-01,0.0164688
1.5381e-01,0.0169844
1.5384e-01,0.0176875
1.5387e-01,0.0179531
1.5390e-01,0.01875
1.5394e-01,0.0185313
1.5397e-01,0.0194219
1.5400e-01,0.0198438
1.5403e-01,0.0211406
1.5406e-01,0.0216563
1.5410e-01,0.021375
1.5413e-01,0.023875
1.5416e-01,0.0228281
1.5419e-01,0.0240938
1.5422e-01,0.0251094
1.5426e-01,0.0268906
1.5429e-01,0.0284219
1.5432e-01,0.0295156
1.5435e-01,0.030125
1.5438e-01,0.0313906
1.5442e-01,0.0332969
1.5445e-01,0.0351719
1.5448e-01,0.0371406
1.5451e-01,0.0391875
1.5454e-01,0.0420938
1.5458e-01,0.0449531
1.5461e-01,0.0451875
1.5464e-01,0.047875
1.5467e-01,0.0508281
1.5470e-01,0.0534531
1.5474e-01,0.0546875
1.5477e-01,0.0564375
1.5480e-01,0.0579531
1.5483e-01,0.0574844
1.5486e-01,0.0595156
1.5490e-01,0.0590625
1.5493e-01,0.0600781
1.5496e-01,0.0586563
1.5499e-01,0.0560156
1.5502e-01,0.054625
