Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH1
1.3162e-01,0.06575
1.3166e-01,0.06875
1.3169e-01,0.0656016
1.3172e-01,0.0645312
1.3175e-01,0.0683203
1.3178e-01,0.0675781
1.3182e-01,0.0652344
1.3185e-01,0.0628047
1.3188e-01,0.0652734
1.3191e-01,0.0626797
1.3194e-01,0.0609531
1.3198e-01,0.0601875
1.3201e-01,0.0565312
1.3204e-01,0.0598906
1.3207e-01,0.0637969
1.3210e-01,0.0561094
1.3214e-01,0.0540312
1.3217e-01,0.0534453
1.3220e-01,0.0537812
1.3223e-01,0.0483359
1.3226e-01,0.0465703
1.3230e-01,0.0459531
1.3233e-01,0.0436719
1.3236e-01,0.0414531
1.3239e-01,0.0429297
1.3242e-01,0.0432578
1.3246e-01,0.0443281
1.3249e-01,0.0448125
1.3252e-01,0.0467969
1.3255e-01,0.0426094
1.3258e-01,0.0417031
1.3262e-01,0.0418594
1.3265e-01,0.0405234
1.3268e-01,0.0452344
1.3271e-01,0.0415156
1.3274e-01,0.0405937
1.3278e-01,0.0401328
1.3281e-01,0.0370391
1.3284e-01,0.0362578
1.3287e-01,0.0357812
1.3290e-01,0.0381875
1.3294e-01,0.0403906
1.3297e-01,0.0373437
1.3300e-01,0.0394531
1.3303e-01,0.0408047
1.3306e-01,0.0391953
1.3310e-01,0.0352422
1.3313e-01,0.0339609
1.3316e-01,0.0360781
1.3319e-01,0.0375625
1.3322e-01,0.0369687
1.3326e-01,0.0343437
1.3329e-01,0.0339844
1.3332e-01,0.0336719
1.3335e-01,0.0327812
1.3338e-01,0.0324297
1.3342e-01,0.0346797
1.3345e-01,0.0345547
1.3348e-01,0.034125
1.3351e-01,0.0416094
1.3354e-01,0.0396562
1.3358e-01,0.038625
1.3361e-01,0.0376094
1.3364e-01,0.0385078
1.3367e-01,0.0386953
1.3370e-01,0.0384375
1.3374e-01,0.0385
1.3377e-01,0.0369453
1.3380e-01,0.0368281
1.3383e-01,0.0365469
1.3386e-01,0.0380156
